Query	Quality Threshold	Repetition	Unfairness
Query 3	θ = 0.98	86874	0.188505
Query 2	θ = 0.98	12013	0.010906
Query 3	θ = 0.28	106444	0.01
Query 3	θ = 0.78	156047	0.088886
Query 2	θ = 0.98	134988	0.077549
Query 2	θ = 0.88	89753	0.049363
Query 3	θ = 0.88	8783	0.241702
Query 3	θ = 0.78	152760	0.090096
Query 1	θ = 0.28	94684	0.01
Query 3	θ = 0.88	22801	0.233302
Query 2	θ = 0.88	96833	0.046387
Query 3	θ = 0.48	145426	0.01
Query 3	θ = 0.48	130504	0.01
Query 1	θ = 0.48	81551	0.036873
Query 1	θ = 0.88	75716	0.269337
Query 1	θ = 0.28	40029	0.01
Query 2	θ = 0.28	18628	0.01
Query 3	θ = 0.98	58527	0.165723
Query 2	θ = 0.98	94031	0.061544
Query 1	θ = 0.98	121858	0.274775
Query 1	θ = 0.78	15902	0.204939
Query 1	θ = 0.98	182969	0.309747
Query 1	θ = 0.98	160437	0.298268
Query 1	θ = 0.78	22075	0.201821
Query 3	θ = 0.28	182021	0.01
Query 2	θ = 0.48	90724	0.01
Query 3	θ = 0.48	43813	0.040350
Query 1	θ = 0.98	181521	0.309033
Query 2	θ = 0.48	111064	0.02
Query 3	θ = 0.48	74977	0.017879
Query 1	θ = 0.98	5348	0.149478
Query 3	θ = 0.98	71956	0.177108
Query 2	θ = 0.88	85035	0.051392
Query 2	θ = 0.88	145337	0.028065
Query 3	θ = 0.28	169684	0.01
Query 2	θ = 0.78	33033	0.03
Query 3	θ = 0.88	26193	0.231354
Query 2	θ = 0.28	183218	0.01
Query 1	θ = 0.28	111040	0.01
Query 1	θ = 0.28	165668	0.01
Query 3	θ = 0.78	63245	0.127646
Query 2	θ = 0.78	144850	0.06
Query 3	θ = 0.78	153091	0.089974
Query 3	θ = 0.88	112753	0.190325
Query 1	θ = 0.78	27463	0.199154
Query 2	θ = 0.98	91847	0.060564
Query 2	θ = 0.98	165897	0.087263
Query 2	θ = 0.78	94512	0.03
Query 3	θ = 0.98	24897	0.131255
Query 2	θ = 0.28	58707	0.01
Query 1	θ = 0.88	173149	0.223872
Query 1	θ = 0.28	103818	0.01
Query 3	θ = 0.48	79664	0.014637
Query 3	θ = 0.48	26734	0.053087
Query 3	θ = 0.98	139325	0.220619
Query 3	θ = 0.98	78743	0.182449
Query 1	θ = 0.98	33244	0.191294
Query 2	θ = 0.48	161790	0.01
Query 1	θ = 0.78	130420	0.126928
Query 3	θ = 0.28	169547	0.01
Query 3	θ = 0.88	96361	0.197007
Query 1	θ = 0.78	81664	0.159386
Query 3	θ = 0.98	43585	0.151579
Query 2	θ = 0.28	184963	0.02
Query 1	θ = 0.28	6827	0.01
Query 1	θ = 0.48	110199	0.022266
Query 1	θ = 0.78	35564	0.194660
Query 1	θ = 0.88	137220	0.239281
Query 3	θ = 0.88	167832	0.170720
Query 2	θ = 0.98	141869	0.079868
Query 1	θ = 0.88	123463	0.245485
Query 1	θ = 0.88	159651	0.229583
Query 1	θ = 0.28	62501	0.01
Query 1	θ = 0.28	97530	0.01
Query 3	θ = 0.98	72766	0.177760
Query 3	θ = 0.48	94069	0.004887
Query 1	θ = 0.98	97181	0.256464
Query 2	θ = 0.28	67641	0.01
Query 1	θ = 0.78	32375	0.196761
Query 2	θ = 0.98	172276	0.089069
Query 3	θ = 0.88	48677	0.219186
Query 1	θ = 0.98	146552	0.290348
Query 2	θ = 0.78	114978	0.04
Query 3	θ = 0.28	101267	0.01
Query 3	θ = 0.98	20381	0.125828
Query 1	θ = 0.48	115510	0.019658
Query 1	θ = 0.98	99282	0.258138
Query 1	θ = 0.78	112925	0.138073
Query 3	θ = 0.88	25603	0.231688
Query 2	θ = 0.98	86071	0.057888
Query 1	θ = 0.88	30590	0.296331
Query 1	θ = 0.48	172016	0.01
Query 3	θ = 0.88	68801	0.209272
Query 3	θ = 0.88	1073	0.246581
Query 1	θ = 0.98	54122	0.216170
Query 1	θ = 0.98	118870	0.272702
Query 2	θ = 0.28	153551	0.01
Query 3	θ = 0.28	115014	0.01
Query 2	θ = 0.78	182056	0.03
Query 1	θ = 0.88	163322	0.228003
Query 3	θ = 0.78	64402	0.127099
Query 1	θ = 0.28	45301	0.01
Query 1	θ = 0.88	120053	0.247071
Query 2	θ = 0.28	102223	0.01
Query 2	θ = 0.28	7549	0.01
Query 3	θ = 0.48	59340	0.028951
Query 2	θ = 0.28	71216	0.01
Query 1	θ = 0.88	160459	0.229234
Query 1	θ = 0.78	1122	0.212660
Query 3	θ = 0.78	45112	0.136523
Query 1	θ = 0.98	142662	0.288021
Query 1	θ = 0.48	17705	0.075479
Query 2	θ = 0.28	172655	0.01
Query 2	θ = 0.88	25640	0.080807
Query 1	θ = 0.98	4730	0.148351
Query 2	θ = 0.28	104438	0.01
Query 2	θ = 0.28	119980	0.01
Query 1	θ = 0.78	156634	0.111192
Query 1	θ = 0.88	87914	0.262903
Query 1	θ = 0.88	100031	0.256817
Query 1	θ = 0.28	172071	0.01
Query 1	θ = 0.48	76693	0.039445
Query 3	θ = 0.88	89637	0.199876
Query 2	θ = 0.28	33344	0.01
Query 1	θ = 0.28	179849	0.01
Query 3	θ = 0.48	188812	0.01
Query 2	θ = 0.48	172835	0.01
Query 2	θ = 0.28	6236	0.01
Query 2	θ = 0.78	147904	0.02
Query 2	θ = 0.48	52738	0.01
Query 3	θ = 0.48	130611	0.01
Query 3	θ = 0.28	47274	0.01
Query 2	θ = 0.48	166403	0.01
Query 1	θ = 0.28	186695	0.01
Query 2	θ = 0.78	70284	0.04
Query 3	θ = 0.98	76147	0.180438
Query 2	θ = 0.88	189705	0.013962
Query 3	θ = 0.48	173045	0.01
Query 3	θ = 0.28	67297	0.01
Query 3	θ = 0.48	192766	0.01
Query 3	θ = 0.48	19889	0.058226
Query 1	θ = 0.28	183132	0.01
Query 3	θ = 0.48	67089	0.023414
Query 3	θ = 0.98	35868	0.143576
Query 1	θ = 0.78	93516	0.151079
Query 1	θ = 0.28	138563	0.01
Query 2	θ = 0.28	126507	0.01
Query 3	θ = 0.98	78853	0.182534
Query 3	θ = 0.88	121820	0.186817
Query 2	θ = 0.28	105509	0.01
Query 2	θ = 0.28	125825	0.01
Query 2	θ = 0.28	133251	0.01
Query 3	θ = 0.48	129060	0.01
Query 2	θ = 0.88	120251	0.037113
Query 1	θ = 0.78	41926	0.189490
Query 1	θ = 0.88	85372	0.264217
Query 1	θ = 0.88	135984	0.239824
Query 3	θ = 0.78	47674	0.135244
Query 1	θ = 0.48	67539	0.044444
Query 2	θ = 0.78	34894	0.03
Query 2	θ = 0.78	176200	0.03
Query 3	θ = 0.78	177398	0.081271
Query 3	θ = 0.78	105606	0.108684
Query 3	θ = 0.88	121778	0.186833
Query 1	θ = 0.48	183003	0.01
Query 2	θ = 0.88	189330	0.014073
Query 2	θ = 0.78	12495	0.006520
Query 1	θ = 0.88	178113	0.221837
Query 1	θ = 0.48	61382	0.048084
Query 3	θ = 0.28	147089	0.01
Query 1	θ = 0.88	181857	0.220325
Query 2	θ = 0.78	94290	0.04
Query 2	θ = 0.48	12625	0.01
Query 1	θ = 0.48	2954	0.085404
Query 1	θ = 0.98	165820	0.301135
Query 2	θ = 0.88	158791	0.023535
Query 3	θ = 0.88	84030	0.202326
Query 3	θ = 0.28	71165	0.01
Query 3	θ = 0.98	4877	0.105362
Query 2	θ = 0.28	163473	0.01
Query 2	θ = 0.98	168826	0.088101
Query 1	θ = 0.78	98998	0.147336
Query 1	θ = 0.88	20243	0.303298
Query 2	θ = 0.78	98822	0.04
Query 1	θ = 0.78	870	0.212795
Query 3	θ = 0.48	95764	0.003760
Query 2	θ = 0.28	89660	0.01
Query 2	θ = 0.78	153057	0.02
Query 3	θ = 0.28	132544	0.01
Query 1	θ = 0.88	88803	0.262444
Query 2	θ = 0.88	18089	0.085146
Query 1	θ = 0.48	178727	0.01
Query 2	θ = 0.88	149934	0.026501
Query 2	θ = 0.48	178014	0.01
Query 3	θ = 0.48	180352	0.01
Query 3	θ = 0.98	118720	0.209264
Query 2	θ = 0.48	53516	0.01
Query 1	θ = 0.28	46909	0.01
Query 2	θ = 0.98	98374	0.063440
Query 2	θ = 0.98	131907	0.076486
Query 1	θ = 0.28	97899	0.01
Query 1	θ = 0.48	169259	0.01
Query 2	θ = 0.48	65262	0.02
Query 2	θ = 0.88	167653	0.020698
Query 2	θ = 0.78	83840	0.03
Query 3	θ = 0.88	69743	0.208825
Query 2	θ = 0.48	91788	0.01
Query 2	θ = 0.28	90067	0.01
Query 3	θ = 0.48	66247	0.024011
Query 1	θ = 0.78	95754	0.149543
Query 2	θ = 0.98	77652	0.053800
Query 2	θ = 0.88	43009	0.071401
Query 3	θ = 0.28	122905	0.01
Query 3	θ = 0.78	53997	0.132113
Query 2	θ = 0.48	44537	0.02
Query 2	θ = 0.78	194854	0.04
Query 3	θ = 0.28	165214	0.01
Query 1	θ = 0.98	195482	0.315632
Query 1	θ = 0.98	87508	0.248494
Query 1	θ = 0.98	29433	0.186231
Query 1	θ = 0.48	142864	0.007157
Query 3	θ = 0.48	29347	0.051148
Query 3	θ = 0.78	193850	0.075681
Query 1	θ = 0.78	19167	0.203282
Query 1	θ = 0.88	158859	0.229926
Query 1	θ = 0.88	173040	0.223916
Query 1	θ = 0.88	22373	0.301864
Query 1	θ = 0.28	176463	0.01
Query 3	θ = 0.88	100157	0.195418
Query 1	θ = 0.28	178680	0.01
Query 3	θ = 0.98	80183	0.183543
Query 2	θ = 0.28	17637	0.01
Query 3	θ = 0.28	187425	0.01
Query 2	θ = 0.48	193930	0.01
Query 3	θ = 0.88	87295	0.200892
Query 3	θ = 0.98	108867	0.203296
Query 3	θ = 0.28	15295	0.01
Query 3	θ = 0.28	98903	0.01
Query 2	θ = 0.48	37366	0.01
Query 2	θ = 0.28	62717	0.01
Query 1	θ = 0.78	148880	0.115732
Query 1	θ = 0.78	67591	0.169637
Query 1	θ = 0.88	86372	0.263698
Query 1	θ = 0.88	95601	0.259008
Query 1	θ = 0.48	13752	0.078103
Query 3	θ = 0.28	6843	0.01
Query 3	θ = 0.78	39238	0.139509
Query 2	θ = 0.48	46367	0.01
Query 3	θ = 0.78	195602	0.075102
Query 1	θ = 0.78	199821	0.087528
Query 3	θ = 0.28	123970	0.01
Query 3	θ = 0.78	51903	0.133142
Query 2	θ = 0.88	64465	0.060731
Query 1	θ = 0.78	63934	0.172374
Query 1	θ = 0.48	76659	0.039463
Query 2	θ = 0.78	35492	0.04
Query 1	θ = 0.78	170915	0.103077
Query 3	θ = 0.98	23128	0.129156
Query 1	θ = 0.88	138382	0.238772
Query 1	θ = 0.78	145231	0.117902
Query 1	θ = 0.98	9114	0.156165
Query 1	θ = 0.88	172028	0.224335
Query 1	θ = 0.98	8546	0.155167
Query 3	θ = 0.88	8945	0.241603
Query 1	θ = 0.98	21366	0.174948
Query 2	θ = 0.48	197831	0.01
Query 1	θ = 0.88	20828	0.302904
Query 3	θ = 0.98	180386	0.239581
Query 3	θ = 0.28	168966	0.01
Query 2	θ = 0.88	184487	0.015505
Query 1	θ = 0.48	78649	0.038406
Query 3	θ = 0.88	29710	0.229369
Query 1	θ = 0.28	187166	0.01
Query 3	θ = 0.28	42529	0.01
Query 1	θ = 0.28	25940	0.01
Query 3	θ = 0.88	196554	0.161941
Query 1	θ = 0.98	165330	0.300869
Query 3	θ = 0.48	84660	0.011220
Query 1	θ = 0.98	137245	0.284738
Query 3	θ = 0.98	125936	0.213404
Query 2	θ = 0.28	187489	0.01
Query 1	θ = 0.48	161660	0.000491
Query 3	θ = 0.78	62631	0.127937
Query 2	θ = 0.88	34423	0.075964
Query 2	θ = 0.98	192741	0.094479
Query 1	θ = 0.98	7568	0.153417
Query 2	θ = 0.28	29703	0.01
Query 2	θ = 0.28	91356	0.01
Query 1	θ = 0.78	166815	0.105375
Query 3	θ = 0.28	35578	0.01
Query 3	θ = 0.28	15835	0.01
Query 2	θ = 0.78	85581	0.02
Query 2	θ = 0.48	156649	0.01
Query 1	θ = 0.98	33785	0.191997
Query 2	θ = 0.98	31979	0.026518
Query 1	θ = 0.88	88590	0.262553
Query 1	θ = 0.98	79146	0.241104
Query 1	θ = 0.28	36952	0.01
Query 2	θ = 0.88	65171	0.060392
Query 2	θ = 0.98	160460	0.085681
Query 2	θ = 0.88	128691	0.033977
Query 3	θ = 0.28	195145	0.01
Query 1	θ = 0.98	102419	0.260624
Query 2	θ = 0.78	109633	0.03
Query 3	θ = 0.28	141253	0.01
Query 3	θ = 0.28	9633	0.01
Query 3	θ = 0.98	106726	0.201949
Query 1	θ = 0.48	16618	0.076198
Query 2	θ = 0.88	196129	0.012079
Query 2	θ = 0.88	35595	0.075329
Query 1	θ = 0.88	168919	0.225634
Query 2	θ = 0.78	121398	0.03
Query 3	θ = 0.88	187599	0.164598
Query 1	θ = 0.98	125660	0.277331
Query 3	θ = 0.48	79227	0.014938
Query 2	θ = 0.48	160508	0.01
Query 1	θ = 0.78	187844	0.093834
Query 3	θ = 0.48	188620	0.01
Query 3	θ = 0.98	99580	0.197313
Query 3	θ = 0.78	137610	0.095810
Query 3	θ = 0.48	122259	0.02
Query 3	θ = 0.78	179835	0.080432
Query 1	θ = 0.28	116027	0.01
Query 1	θ = 0.88	189042	0.217474
Query 2	θ = 0.28	81469	0.01
Query 2	θ = 0.48	63360	0.01
Query 1	θ = 0.28	6588	0.01
Query 1	θ = 0.48	60830	0.048413
Query 2	θ = 0.28	138279	0.01
Query 3	θ = 0.48	143803	0.02
Query 2	θ = 0.28	25274	0.01
Query 2	θ = 0.48	65107	0.01
Query 1	θ = 0.98	153071	0.294113
Query 3	θ = 0.88	49186	0.218918
Query 1	θ = 0.28	34988	0.01
Query 3	θ = 0.98	25785	0.132298
Query 1	θ = 0.28	37838	0.01
Query 3	θ = 0.78	66983	0.125875
Query 2	θ = 0.88	189236	0.014100
Query 3	θ = 0.28	21352	0.01
Query 1	θ = 0.48	6276	0.083137
Query 1	θ = 0.88	29221	0.297239
Query 1	θ = 0.98	124552	0.276583
Query 3	θ = 0.48	159490	0.01
Query 2	θ = 0.28	69735	0.01
Query 2	θ = 0.88	1293	0.095416
Query 3	θ = 0.48	172068	0.01
Query 2	θ = 0.78	154661	0.02
Query 1	θ = 0.88	59308	0.278536
Query 1	θ = 0.28	186688	0.01
Query 1	θ = 0.28	52331	0.01
Query 3	θ = 0.88	60517	0.213245
Query 1	θ = 0.78	92670	0.151663
Query 1	θ = 0.28	68934	0.01
Query 3	θ = 0.88	196873	0.161845
Query 2	θ = 0.28	163360	0.01
Query 1	θ = 0.48	186078	0.01
Query 1	θ = 0.78	64842	0.171691
Query 2	θ = 0.78	118502	0.02
Query 1	θ = 0.48	20704	0.073505
Query 2	θ = 0.88	108648	0.041593
Query 2	θ = 0.28	31866	0.01
Query 2	θ = 0.78	181621	0.04
Query 2	θ = 0.98	94439	0.061725
Query 2	θ = 0.48	152878	0.01
Query 2	θ = 0.98	132692	0.076760
Query 2	θ = 0.28	108339	0.01
Query 3	θ = 0.98	13122	0.116612
Query 1	θ = 0.88	195899	0.214822
Query 3	θ = 0.88	161214	0.172864
Query 3	θ = 0.28	188884	0.01
Query 1	θ = 0.98	178103	0.307385
Query 1	θ = 0.48	84616	0.035265
Query 1	θ = 0.98	12781	0.162047
Query 3	θ = 0.98	81994	0.184907
Query 2	θ = 0.98	27792	0.023451
Query 3	θ = 0.98	104289	0.200394
Query 3	θ = 0.48	96703	0.003138
Query 1	θ = 0.88	107630	0.253030
Query 1	θ = 0.88	174468	0.223326
Query 3	θ = 0.48	116218	0.02
Query 1	θ = 0.88	146815	0.235148
Query 1	θ = 0.88	11277	0.309482
Query 3	θ = 0.78	2183	0.159676
Query 1	θ = 0.48	67000	0.044761
Query 3	θ = 0.78	51385	0.133398
Query 2	θ = 0.98	176778	0.090303
Query 1	θ = 0.28	70256	0.01
Query 1	θ = 0.78	140190	0.120937
Query 2	θ = 0.98	166053	0.087309
Query 3	θ = 0.88	109107	0.191771
Query 3	θ = 0.48	65841	0.024299
Query 1	θ = 0.88	119049	0.247540
Query 2	θ = 0.78	504	0.010782
Query 2	θ = 0.48	107693	0.02
Query 2	θ = 0.48	27021	0.02
Query 1	θ = 0.88	169924	0.225212
Query 2	θ = 0.98	146115	0.081242
Query 1	θ = 0.28	94954	0.01
Query 1	θ = 0.88	189717	0.217211
Query 2	θ = 0.48	188131	0.01
Query 3	θ = 0.88	51419	0.217781
Query 3	θ = 0.28	38266	0.01
Query 2	θ = 0.28	16026	0.01
Query 1	θ = 0.48	175509	0.01
Query 1	θ = 0.88	18751	0.304308
Query 1	θ = 0.78	160330	0.109063
Query 3	θ = 0.78	191569	0.076440
Query 1	θ = 0.98	60574	0.223101
Query 2	θ = 0.78	46231	0.04
Query 2	θ = 0.48	179157	0.01
Query 2	θ = 0.78	58499	0.05
Query 3	θ = 0.78	111985	0.106024
Query 2	θ = 0.28	9764	0.01
Query 3	θ = 0.48	154619	0.01
Query 3	θ = 0.88	160305	0.173163
Query 3	θ = 0.28	90951	0.01
Query 1	θ = 0.98	149252	0.291914
Query 3	θ = 0.98	127718	0.214397
Query 2	θ = 0.88	4412	0.093449
Query 1	θ = 0.28	100227	0.01
Query 2	θ = 0.48	24076	0.02
Query 3	θ = 0.78	189078	0.077276
Query 3	θ = 0.28	81322	0.01
Query 1	θ = 0.28	147069	0.01
Query 2	θ = 0.88	148042	0.027137
Query 2	θ = 0.78	106722	0.02
Query 3	θ = 0.78	3295	0.159038
Query 3	θ = 0.78	101821	0.110287
Query 3	θ = 0.78	105559	0.108703
Query 1	θ = 0.78	150586	0.114726
Query 1	θ = 0.48	97388	0.028683
Query 3	θ = 0.98	86780	0.188437
Query 1	θ = 0.28	167249	0.01
Query 1	θ = 0.98	80776	0.242588
Query 1	θ = 0.78	39498	0.191450
Query 2	θ = 0.78	5471	0.009005
Query 2	θ = 0.98	111134	0.068743
Query 1	θ = 0.78	92993	0.151441
Query 2	θ = 0.28	41722	0.02
Query 3	θ = 0.48	1676	0.072323
Query 1	θ = 0.88	57115	0.279821
Query 2	θ = 0.98	152041	0.083129
Query 1	θ = 0.48	125255	0.014952
Query 1	θ = 0.48	24767	0.070853
Query 3	θ = 0.98	14504	0.118412
Query 3	θ = 0.28	172307	0.01
Query 2	θ = 0.78	199587	0.02
Query 3	θ = 0.88	79969	0.204128
Query 1	θ = 0.98	118640	0.272543
Query 2	θ = 0.78	76264	0.03
Query 2	θ = 0.48	180501	0.01
Query 3	θ = 0.88	33816	0.227084
Query 3	θ = 0.98	86710	0.188386
Query 3	θ = 0.78	47310	0.135424
Query 1	θ = 0.98	134306	0.282894
Query 2	θ = 0.98	153553	0.083597
Query 1	θ = 0.78	24153	0.200786
Query 1	θ = 0.98	137713	0.285033
Query 3	θ = 0.28	108692	0.01
Query 3	θ = 0.98	44250	0.152246
Query 3	θ = 0.88	189922	0.163904
Query 2	θ = 0.78	32588	0.03
Query 1	θ = 0.88	102109	0.255769
Query 2	θ = 0.48	97217	0.01
Query 2	θ = 0.48	138645	0.01
Query 3	θ = 0.78	83422	0.118332
Query 2	θ = 0.78	18004	0.004257
Query 3	θ = 0.98	77240	0.181288
Query 1	θ = 0.48	45126	0.057949
Query 2	θ = 0.88	196117	0.012082
Query 3	θ = 0.28	83987	0.01
Query 3	θ = 0.98	85828	0.187743
Query 1	θ = 0.48	10611	0.080207
Query 1	θ = 0.98	89243	0.249951
Query 1	θ = 0.88	38517	0.291188
Query 1	θ = 0.98	164952	0.300675
Query 1	θ = 0.88	195868	0.214834
Query 1	θ = 0.28	144938	0.01
Query 1	θ = 0.28	183006	0.01
Query 3	θ = 0.28	34473	0.01
Query 1	θ = 0.98	100736	0.259306
Query 1	θ = 0.28	62914	0.01
Query 1	θ = 0.78	77896	0.162090
Query 3	θ = 0.48	161498	0.02
Query 1	θ = 0.78	54589	0.179498
Query 1	θ = 0.78	93878	0.150831
Query 2	θ = 0.28	15518	0.01
Query 3	θ = 0.28	42526	0.01
Query 3	θ = 0.48	113450	0.01
Query 3	θ = 0.78	11632	0.154300
Query 2	θ = 0.48	120335	0.02
Query 3	θ = 0.98	6549	0.107713
Query 3	θ = 0.98	85630	0.187599
Query 2	θ = 0.88	172103	0.019290
Query 3	θ = 0.88	111744	0.190722
Query 2	θ = 0.88	17116	0.085714
Query 1	θ = 0.28	162863	0.01
Query 1	θ = 0.28	14085	0.01
Query 3	θ = 0.48	146607	0.01
Query 3	θ = 0.98	35906	0.143617
Query 1	θ = 0.48	193028	0.01
Query 3	θ = 0.78	22586	0.148273
Query 2	θ = 0.28	67783	0.01
Query 1	θ = 0.78	90575	0.153115
Query 3	θ = 0.88	86667	0.201168
Query 2	θ = 0.98	92950	0.061064
Query 2	θ = 0.88	137352	0.030856
Query 3	θ = 0.48	63524	0.025949
Query 1	θ = 0.48	40825	0.060623
Query 2	θ = 0.78	91063	0.03
Query 3	θ = 0.28	88751	0.01
Query 1	θ = 0.88	163414	0.227964
Query 3	θ = 0.98	114679	0.206862
Query 2	θ = 0.88	66919	0.059569
Query 1	θ = 0.78	60643	0.174858
Query 3	θ = 0.78	64604	0.127002
Query 3	θ = 0.78	123280	0.101431
Query 1	θ = 0.98	44844	0.205637
Query 2	θ = 0.88	27706	0.079640
Query 2	θ = 0.98	177149	0.090404
Query 1	θ = 0.98	52118	0.213933
Query 1	θ = 0.28	159516	0.01
Query 2	θ = 0.98	135736	0.077801
Query 1	θ = 0.98	182421	0.309471
Query 1	θ = 0.78	138690	0.121847
Query 3	θ = 0.48	50622	0.035300
Query 3	θ = 0.88	186950	0.164795
Query 2	θ = 0.88	108013	0.041845
Query 1	θ = 0.28	76148	0.01
Query 1	θ = 0.28	183028	0.01
Query 1	θ = 0.48	153437	0.003204
Query 1	θ = 0.98	80925	0.242714
Query 1	θ = 0.48	156646	0.002112
Query 1	θ = 0.48	75157	0.040264
Query 1	θ = 0.88	123016	0.245692
Query 2	θ = 0.28	181231	0.01
Query 2	θ = 0.48	460	0.02
Query 1	θ = 0.78	49904	0.183148
Query 1	θ = 0.88	96082	0.258768
Query 1	θ = 0.88	8396	0.311524
Query 2	θ = 0.88	5404	0.092831
Query 3	θ = 0.48	137608	0.01
Query 1	θ = 0.28	147030	0.01
Query 2	θ = 0.28	69629	0.02
Query 3	θ = 0.88	12500	0.239416
Query 1	θ = 0.48	113263	0.020758
Query 2	θ = 0.48	7627	0.02
Query 2	θ = 0.78	10180	0.007336
Query 2	θ = 0.78	96618	0.02
Query 1	θ = 0.28	195748	0.01
Query 3	θ = 0.98	168347	0.234461
Query 1	θ = 0.28	149578	0.01
Query 3	θ = 0.48	21277	0.057177
Query 2	θ = 0.78	68973	0.06
Query 3	θ = 0.98	27281	0.134034
Query 2	θ = 0.88	59887	0.062913
Query 3	θ = 0.78	86653	0.116895
Query 3	θ = 0.28	102842	0.01
Query 3	θ = 0.78	27836	0.145461
Query 1	θ = 0.88	169858	0.225239
Query 3	θ = 0.98	59116	0.166247
Query 3	θ = 0.28	117191	0.01
Query 1	θ = 0.48	37164	0.062921
Query 3	θ = 0.48	55728	0.031565
Query 2	θ = 0.28	77086	0.01
Query 3	θ = 0.48	141590	0.01
Query 3	θ = 0.98	133259	0.217423
Query 1	θ = 0.88	129284	0.242821
Query 1	θ = 0.28	29907	0.01
Query 2	θ = 0.48	76842	0.01
Query 2	θ = 0.88	124649	0.035465
Query 1	θ = 0.48	109451	0.022636
Query 2	θ = 0.88	18914	0.084661
Query 1	θ = 0.78	60818	0.174725
Query 3	θ = 0.78	105074	0.108907
Query 3	θ = 0.28	134913	0.01
Query 1	θ = 0.98	134807	0.283211
Query 2	θ = 0.48	116342	0.01
Query 3	θ = 0.78	6211	0.157371
Query 2	θ = 0.28	23278	0.01
Query 2	θ = 0.48	92638	0.02
Query 2	θ = 0.88	76279	0.055266
Query 3	θ = 0.28	24105	0.01
Query 1	θ = 0.88	61352	0.277352
Query 3	θ = 0.78	51843	0.133172
Query 1	θ = 0.88	71839	0.271452
Query 1	θ = 0.48	130437	0.012489
Query 1	θ = 0.88	50335	0.283856
Query 1	θ = 0.78	99449	0.147030
Query 2	θ = 0.78	166630	0.05
Query 1	θ = 0.28	42809	0.01
Query 2	θ = 0.28	82799	0.01
Query 1	θ = 0.98	184612	0.310510
Query 2	θ = 0.78	196325	0.04
Query 3	θ = 0.98	178098	0.238634
Query 3	θ = 0.98	24029	0.130228
Query 1	θ = 0.28	99030	0.01
Query 1	θ = 0.48	103587	0.025555
Query 2	θ = 0.88	36137	0.075044
Query 2	θ = 0.98	90075	0.059748
Query 1	θ = 0.78	18044	0.203851
Query 3	θ = 0.48	49986	0.035768
Query 1	θ = 0.78	167281	0.105110
Query 2	θ = 0.28	85687	0.01
Query 1	θ = 0.48	188210	0.01
Query 3	θ = 0.48	160910	0.01
Query 2	θ = 0.88	35726	0.075261
Query 1	θ = 0.98	40048	0.199884
Query 1	θ = 0.98	40162	0.200018
Query 2	θ = 0.28	191131	0.01
Query 3	θ = 0.88	7838	0.242283
Query 3	θ = 0.78	17807	0.150879
Query 3	θ = 0.98	188582	0.242888
Query 2	θ = 0.28	10940	0.01
Query 2	θ = 0.28	173680	0.01
Query 3	θ = 0.98	87309	0.188819
Query 2	θ = 0.78	2918	0.009915
Query 1	θ = 0.78	80177	0.160450
Query 1	θ = 0.98	53861	0.215887
Query 3	θ = 0.28	175919	0.01
Query 2	θ = 0.28	98351	0.01
Query 3	θ = 0.48	16320	0.060940
Query 2	θ = 0.28	102078	0.01
Query 3	θ = 0.78	174705	0.082205
Query 2	θ = 0.48	190331	0.02
Query 3	θ = 0.88	27712	0.230496
Query 3	θ = 0.78	141421	0.094355
Query 2	θ = 0.98	19491	0.017066
Query 1	θ = 0.88	65633	0.274910
Query 1	θ = 0.78	158842	0.109918
Query 1	θ = 0.28	102905	0.01
Query 3	θ = 0.98	134799	0.218245
Query 2	θ = 0.98	59307	0.043971
Query 3	θ = 0.98	103026	0.199578
Query 3	θ = 0.78	72043	0.123508
Query 2	θ = 0.28	152633	0.01
Query 3	θ = 0.88	164643	0.171750
Query 2	θ = 0.88	34745	0.075791
Query 1	θ = 0.48	156084	0.002295
Query 3	θ = 0.48	187860	0.01
Query 2	θ = 0.98	122706	0.073187
Query 2	θ = 0.98	16993	0.015043
Query 3	θ = 0.98	48166	0.156095
Query 1	θ = 0.28	111923	0.01
Query 2	θ = 0.78	82842	0.05
Query 3	θ = 0.48	72735	0.019441
Query 1	θ = 0.88	2524	0.315782
Query 1	θ = 0.28	103723	0.01
Query 1	θ = 0.78	116114	0.136004
Query 1	θ = 0.98	35586	0.194308
Query 1	θ = 0.48	96949	0.028906
Query 1	θ = 0.78	8623	0.208693
Query 3	θ = 0.28	166379	0.01
Query 2	θ = 0.28	194848	0.01
Query 2	θ = 0.48	74759	0.01
Query 1	θ = 0.88	129214	0.242853
Query 2	θ = 0.48	101048	0.01
Query 2	θ = 0.88	9913	0.090047
Query 2	θ = 0.28	154719	0.01
Query 1	θ = 0.78	78871	0.161386
Query 3	θ = 0.88	134612	0.182060
Query 2	θ = 0.28	143218	0.01
Query 1	θ = 0.78	123856	0.131049
Query 3	θ = 0.48	107053	0.01
Query 1	θ = 0.28	51541	0.01
Query 2	θ = 0.48	192425	0.01
Query 2	θ = 0.28	82819	0.01
Query 3	θ = 0.48	21344	0.057127
Query 3	θ = 0.98	44118	0.152114
Query 2	θ = 0.78	3795	0.009602
Query 1	θ = 0.78	37933	0.192722
Query 2	θ = 0.88	43403	0.071197
Query 1	θ = 0.98	177159	0.306913
Query 2	θ = 0.88	55246	0.065192
Query 1	θ = 0.28	15252	0.01
Query 1	θ = 0.78	129	0.213193
